"game_id","team","opponent","h/a","l8_sa","l8_sog","l8_miss","l8_blocks","l4_sa","l4_sog","l4_miss","l4_blocks","ha_sa","ha_sog","ha_miss","ha_blocks","l8_sa_ag","l8_sog_ag","l8_miss_ag","l8_blocks_ag","l4_sa_ag","l4_sog_ag","l4_miss_ag","l4_blocks_ag","ha_sa_ag","ha_sog_ag","ha_miss_ag","ha_blocks_ag","is_b2b","opp_is_b2b","true_sog"
2025020635,"PIT","DET","away",56.125,27.125,14.125,14.875,57.5,28.75,13.5,15.25,55.8947368421053,27.7368421052632,13.5263157894737,14.6315789473684,62.125,27,16.25,18.875,62.5,27.75,16.75,18,57.3181818181818,25.9090909090909,13.9545454545455,17.4545454545455,0,1,31
2025020636,"CAR","MTL","away",67.375,30,19.75,17.625,70,30,21,19,71.1578947368421,32.6315789473684,17.7368421052632,20.7894736842105,56.25,26.25,14.125,15.875,59.5,28.75,12.25,18.5,57.9,25.8,15.05,17.05,0,0,25
2025020639,"LAK","TBL","away",59.5,26.875,16.25,16.375,64.25,29,18.5,16.75,58.4761904761905,27.4285714285714,13.9047619047619,17.1428571428571,53.25,25,14.125,14.125,66.25,28.5,18.75,19,52.2,26.25,12.4,13.55,0,1,20
2025020637,"CHI","DAL","away",54.125,23.375,14.875,15.875,57.25,24.25,17.25,15.75,51.5,25.65,11.6,14.25,60.125,29.25,13.875,17,58,30.25,13.75,14,56.85,27.1,13.75,16,0,1,21
2025020638,"SEA","NSH","away",52.5,28.125,11,13.375,49.5,27,9.75,12.75,53.3888888888889,26.4444444444444,11.7777777777778,15.1666666666667,55,26.5,14.25,14.25,57.5,28.5,14.75,14.25,55.2380952380952,29.1428571428571,13.047619047619,13.047619047619,0,1,23
2025020640,"VGK","STL","home",59.5,28.625,15.875,15,53.5,24.5,15,14,62,29.7,14.95,17.35,61.125,29.5,15.25,16.375,67.25,31.5,16,19.75,59.6315789473684,29.4736842105263,12.8947368421053,17.2631578947368,0,0,25
2025020641,"NYR","FLA","home",56.25,23.875,14.125,18.25,55.5,23.25,12.75,19.5,61.3333333333333,26.1111111111111,16.2777777777778,18.9444444444444,57.125,27.625,16.25,13.25,52.75,25,16.75,11,58.9333333333333,28.5333333333333,14.5333333333333,15.8666666666667,0,0,20
2025020642,"SEA","VAN","home",51.5,28,9.75,13.75,51.75,27.5,10,14.25,56.95,25.5,15.15,16.3,65.375,33.875,15.75,15.75,67.5,37.75,14.75,15,66.5,32.8636363636364,16.2727272727273,17.3636363636364,1,0,28
2025020643,"MIN","ANA","home",57.25,28.375,15.375,13.5,56.75,25.25,15.25,16.25,58.6818181818182,30.3181818181818,14.5909090909091,13.7727272727273,55.5,24.875,13.375,17.25,51.75,23.25,14,14.5,63.6,31.05,16,16.55,0,0,34
2025020640,"STL","VGK","away",44.625,22.75,11.875,10,38.75,18.75,10.5,9.5,53.0526315789474,26.2105263157895,12,14.8421052631579,61.25,28.125,16.25,16.875,63.5,28,19.25,16.25,59.85,26,16.7,17.15,0,0,19
2025020641,"FLA","NYR","away",58.125,28.75,13.5,15.875,61.75,26.75,17.25,17.75,55.7333333333333,25.6,14.9333333333333,15.2,61.25,28.625,15.5,17.125,70.5,30,18.5,22,58.2222222222222,28.1111111111111,14.1666666666667,15.9444444444444,0,0,37
2025020642,"VAN","SEA","away",52.25,24.625,14.75,12.875,60.75,27.75,18,15,51.9545454545455,23.3181818181818,14.6818181818182,13.9545454545455,74.875,35.5,19.125,20.25,69,30.25,19.25,19.5,63,27.95,17.05,18,0,1,24
2025020643,"ANA","MIN","away",65,30.375,17.75,16.875,70.25,34.25,19,17,62.95,30.4,15.95,16.6,63.5,28.375,14.875,20.25,55.25,25.25,13.75,16.25,65,31.7727272727273,15,18.2272727272727,0,0,28
2025020644,"PIT","DET","home",60.625,29,15.25,16.375,55.25,28.75,12.25,14.25,62.15,29.25,15.85,17.05,63.875,28.625,16.625,18.625,64,30,15.25,18.75,65.95,30,16.55,19.4,0,0,31
2025020645,"UTA","NJD","home",63.5,28,15,20.5,60.25,26.5,14.75,19,61.5294117647059,29.8235294117647,14.9411764705882,16.7647058823529,60.375,29.5,15.5,15.375,63,30.75,17.5,14.75,65.0952380952381,31.047619047619,16.047619047619,18,0,0,31
2025020646,"BUF","CBJ","home",55,29,13.375,12.625,57,31,12.5,13.5,59.3684210526316,29.9473684210526,14,15.4210526315789,58.5,27.5,14.125,16.875,56.75,27.75,12,17,62.8571428571429,31.6190476190476,15.4285714285714,15.8095238095238,0,0,33
2025020647,"PHI","EDM","home",57.75,29.75,13.5,14.5,61.5,29.75,15.5,16.25,53.55,25.55,13.2,14.8,60.875,30.75,13.125,17,62.5,30.5,13.75,18.25,58.4166666666667,28.25,14.875,15.2916666666667,0,0,29
2025020648,"MTL","STL","home",59.875,27.375,17.75,14.75,63,29,17.25,16.75,55.8,26,15.05,14.75,60.375,29.375,14.625,16.375,67,33.5,15.25,18.25,59.6315789473684,29.4736842105263,12.8947368421053,17.2631578947368,0,1,26
2025020649,"TBL","SJS","home",57,25.625,14.875,16.5,51.75,24.75,12,15,61.15,27.85,16.45,16.85,61.5,31.875,13.5,16.125,63,30,17.5,15.5,65.0526315789474,30.8421052631579,16.8947368421053,17.3157894736842,0,0,26
2025020650,"WPG","OTT","home",60.625,28.625,15.625,16.375,65.25,33,15.25,17,58.8888888888889,29.9444444444444,14.5,14.4444444444444,50.625,25.375,12.75,12.5,47.5,27.25,10,10.25,51.8,25.2,11.8,14.8,0,0,23
2025020651,"TOR","NYI","home",53.5,27.875,13.125,12.5,54.25,30,11.75,12.5,53.375,27.3333333333333,13.0833333333333,12.9583333333333,61.875,27.875,17.625,16.375,64,26,19.5,18.5,61.4736842105263,28.9473684210526,15.8421052631579,16.6842105263158,0,0,21
2025020652,"CHI","WSH","home",52.75,22.75,14.875,15.125,57.75,24.25,17.75,15.75,53.6,24.35,16.3,12.95,62.625,29.375,13.5,19.75,68.5,31,14.25,23.25,62.95,30.2,15.45,17.3,0,0,33
2025020653,"COL","CAR","home",75.5,35.25,18.25,22,73.5,33.5,18.75,21.25,71.1052631578947,35.4210526315789,16.7368421052632,18.9473684210526,53.875,26.5,14.375,13,46,22.75,12.25,11,52.5789473684211,27.5789473684211,12.4736842105263,12.5263157894737,0,0,35
2025020654,"NSH","CGY","home",60.5,27.875,14.625,18,59.5,25.5,16.25,17.75,57.9047619047619,28.3809523809524,12.8571428571429,16.6666666666667,59.75,28.875,14.375,16.5,62.5,30.75,13,18.75,59.9047619047619,28.952380952381,15.3809523809524,15.5714285714286,0,0,36
2025020655,"MIN","LAK","home",60.5,28.625,17,14.875,65,25.75,20.5,18.75,58.6818181818182,30.3181818181818,14.5909090909091,13.7727272727273,58.375,27.625,15.125,15.625,56,26,15.75,14.25,57.9523809523809,27.4761904761905,14.4285714285714,16.047619047619,1,0,28
2025020656,"BOS","VAN","home",56.375,27.25,13,16.125,53.75,26.5,12.25,15,57.1428571428571,27.2380952380952,14.4761904761905,15.4285714285714,63.875,34.5,15,14.375,62.5,35.75,15,11.75,66.5,32.8636363636364,16.2727272727273,17.3636363636364,0,1,22
2025020644,"DET","PIT","away",55.5,27.875,13.25,14.375,52.5,25.5,14,13,60.5,28.2,16.4,15.9,58,26,17.25,14.75,62.75,27.5,17.75,17.5,61.4,28.45,15.8,17.15,0,0,12
2025020645,"NJD","UTA","away",62.875,30.5,14.25,18.125,63.75,34,13.25,16.5,59.6190476190476,30.3333333333333,13.5714285714286,15.7142857142857,50.75,23.625,11,16.125,55,25,12,18,56.1764705882353,26.2941176470588,13.6470588235294,16.2352941176471,0,0,30
2025020646,"CBJ","BUF","away",63.25,29.375,14.25,19.625,64,30.5,18,15.5,62.3333333333333,30.4761904761905,14.6190476190476,17.2380952380952,58.5,26.375,16.75,15.375,51.75,24,14.25,13.5,64.2105263157895,30.8421052631579,15.5789473684211,17.7894736842105,0,0,35
2025020647,"EDM","PHI","away",57.875,28.25,14.125,15.5,61,31.75,13,16.25,57.9166666666667,27.7083333333333,14.3333333333333,15.875,58.375,25.75,16.25,16.375,59,25.5,15.5,18,54.4,25,14.05,15.35,0,0,25
2025020648,"STL","MTL","away",45.125,22.375,12,10.75,37.75,17.5,11.25,9,53.0526315789474,26.2105263157895,12,14.8421052631579,55.875,25.875,13.625,16.375,53.5,26.5,10.5,16.5,57.9,25.8,15.05,17.05,1,0,19
2025020649,"SJS","TBL","away",61.5,29.125,16.5,15.875,51.25,25.5,14.5,11.25,51.1578947368421,23.6315789473684,11.8421052631579,15.6842105263158,53.75,25,14.375,14.375,65.5,27.5,20,18,52.2,26.25,12.4,13.55,0,0,22
2025020650,"OTT","WPG","away",62,30.25,15.625,16.125,63.25,29.25,16.75,17.25,57.35,27,14.7,15.65,51,24.25,13.25,13.5,47.25,22.25,12.25,12.75,57.8333333333333,27.8333333333333,14.2777777777778,15.7222222222222,0,0,27
2025020651,"NYI","TOR","away",57.5,24.5,14.5,18.5,55,23.75,12.25,19,54.2105263157895,25.4736842105263,13.6315789473684,15.1052631578947,62.75,32.125,15.625,15,66,35,17.5,13.5,62.7916666666667,31.7916666666667,14.125,16.875,0,0,25
2025020652,"WSH","CHI","away",62.75,29.5,17.125,16.125,56.75,29,13.5,14.25,58.75,28.55,15.2,15,58,29.125,15,13.875,52,26.25,12.5,13.25,55.8,26.75,15.25,13.8,0,0,34
2025020653,"CAR","COL","away",64.125,29.125,17.875,17.125,69.5,31.5,18.25,19.75,71.1578947368421,32.6315789473684,17.7368421052632,20.7894736842105,54.5,26.875,14,13.625,47.75,24.25,12,11.5,53.1578947368421,25.2631578947368,12.6842105263158,15.2105263157895,0,0,28
2025020654,"CGY","NSH","away",61.125,29.75,11.875,19.5,57.5,24.5,12.75,20.25,58.7619047619048,27.8095238095238,13.047619047619,17.9047619047619,56.375,26.625,14.25,15.5,58.25,26.25,16.25,15.75,55.2380952380952,29.1428571428571,13.047619047619,13.047619047619,0,0,23
2025020655,"LAK","MIN","away",58.25,26.625,15.75,15.875,62,28,18.75,15.25,58.4761904761905,27.4285714285714,13.9047619047619,17.1428571428571,63.625,28.75,15.25,19.625,58.5,25,15.75,17.75,65,31.7727272727273,15,18.2272727272727,0,1,39
2025020656,"VAN","BOS","away",57,25.75,16.75,14.5,67.25,27.5,22,17.75,51.9545454545455,23.3181818181818,14.6818181818182,13.9545454545455,54.5,27.875,11.5,15.125,56.5,30,11,15.5,60.9523809523809,29.1904761904762,15.6666666666667,16.0952380952381,1,0,34
2025020657,"MTL","DAL","home",60.875,27.875,17.75,15.25,64.5,28.25,19.25,17,55.8,26,15.05,14.75,60.5,29,14.625,16.875,56.5,28.5,13.5,14.5,61.4285714285714,29.5714285714286,14.7619047619048,17.0952380952381,1,0,28
2025020658,"PIT","CBJ","home",59.75,29.125,15,15.625,55.25,28.5,13.25,13.5,62.15,29.25,15.85,17.05,61,28.375,16.5,16.125,62.75,30,16.5,16.25,62.8571428571429,31.6190476190476,15.4285714285714,15.8095238095238,1,1,43
2025020659,"COL","FLA","home",74,34.5,18.25,21.25,76,35.75,20,20.25,71.1052631578947,35.4210526315789,16.7368421052632,18.9473684210526,55,26.625,15.75,12.625,50.25,25.25,14.25,10.75,58.9333333333333,28.5333333333333,14.5333333333333,15.8666666666667,1,0,28
2025020660,"CAR","NJD","home",62.375,28,17.875,16.5,64.25,29,17.25,18,72.8636363636364,31.7272727272727,21.0454545454545,20.0909090909091,63.125,31.5,15.875,15.75,61.25,32.25,16.25,12.75,65.0952380952381,31.047619047619,16.047619047619,18,1,1,30
2025020661,"VGK","CHI","home",57.75,28.5,15.5,13.75,53.25,24.25,13.75,15.25,62,29.7,14.95,17.35,59.125,30.5,15.25,13.375,52.5,27.5,12.75,12.25,64.3809523809524,33.8571428571429,15.7142857142857,14.8095238095238,0,1,15
2025020657,"DAL","MTL","away",52,26.25,11.875,13.875,55.75,26.75,14.25,14.75,48.7142857142857,24.8095238095238,10.8095238095238,13.0952380952381,55.75,25.625,13.75,16.375,49.75,24.25,11,14.5,57.9,25.8,15.05,17.05,0,1,27
2025020658,"CBJ","PIT","away",64.125,30,15.125,19,66.25,31.75,18,16.5,62.3333333333333,30.4761904761905,14.6190476190476,17.2380952380952,56.5,24.625,16.375,15.5,59.5,22.75,18,18.75,61.4,28.45,15.8,17.15,1,1,25
2025020659,"FLA","COL","away",64.75,30.375,15.375,19,70,30.5,17.25,22.25,55.7333333333333,25.6,14.9333333333333,15.2,53.75,26.75,14.25,12.75,46.75,23.25,14.5,9,53.1578947368421,25.2631578947368,12.6842105263158,15.2105263157895,0,1,25
2025020660,"NJD","CAR","away",61.5,31,13.375,17.125,60.5,33.5,11.5,15.5,59.6190476190476,30.3333333333333,13.5714285714286,15.7142857142857,55.25,27.625,14.375,13.25,52.75,26.5,12.75,13.5,47.4090909090909,23.1818181818182,12.5,11.7272727272727,1,1,29
2025020661,"CHI","VGK","away",54.375,23.75,15.25,15.375,58.75,24.25,18,16.5,51.9523809523809,26,11.4761904761905,14.4761904761905,59.75,26.75,17.125,15.875,64.25,27,19.75,17.5,59.85,26,16.7,17.15,1,0,20
2025020662,"UTA","NYR","home",61.625,27.375,14.25,20,62.75,28.75,15.75,18.25,61.5294117647059,29.8235294117647,14.9411764705882,16.7647058823529,67.875,31.125,16.625,20.125,74.25,31.25,18.25,24.75,62.8,29.04,15.8,17.96,0,0,27
2025020663,"ANA","WSH","home",66.625,30.625,18.375,17.625,68,31,18.75,18.25,68.6666666666667,31.3809523809524,18.4285714285714,18.8571428571429,65.125,31.375,13.25,20.5,67,31,14,22,62.95,30.2,15.45,17.3,0,0,45
2025020664,"DET","OTT","home",53.375,25.875,13.75,13.75,53.25,23.5,14.75,15,58.5652173913044,29.2173913043478,13.9130434782609,15.4347826086957,50.5,25.125,12.25,13.125,52.25,26.75,12,13.5,51.8,25.2,11.8,14.8,0,0,21
2025020665,"SEA","CGY","home",48,26.75,9,12.25,51.5,27.5,9.75,14.25,56.95,25.5,15.15,16.3,60.375,30.625,13.75,16,60.75,30,13,17.75,59.9047619047619,28.952380952381,15.3809523809524,15.5714285714286,0,0,28
2025020666,"MIN","LAK","home",61.875,28.625,17.75,15.5,69,28,21.75,19.25,58.6818181818182,30.3181818181818,14.5909090909091,13.7727272727273,61.125,28.25,16.875,16,63,26.75,18.75,17.5,57.9523809523809,27.4761904761905,14.4285714285714,16.047619047619,0,0,35
2025020662,"NYR","UTA","away",54.625,23.5,13.5,17.625,53.25,23,12.75,17.5,56.64,25.48,15.04,16.12,53.125,25.375,11.5,16.25,53.5,26,11,16.5,56.1764705882353,26.2941176470588,13.6470588235294,16.2352941176471,0,0,24
2025020663,"WSH","ANA","away",62,30.125,16.125,15.75,57.75,29.25,14,14.5,58.75,28.55,15.2,15,58,25.75,14.125,18.125,61.5,26.5,18,17,57.7142857142857,26.7142857142857,14.5714285714286,16.4285714285714,0,0,29
2025020664,"OTT","DET","away",60.25,29.75,15.375,15.125,59,29.5,14.75,14.75,57.35,27,14.7,15.65,63.75,29,16.625,18.125,59,28.25,13,17.75,57.304347826087,26.1304347826087,13.8695652173913,17.304347826087,0,0,37
2025020665,"CGY","SEA","away",59.875,27.875,12.625,19.375,57.5,25.5,13.25,18.75,58.7619047619048,27.8095238095238,13.047619047619,17.9047619047619,74.375,34,20.5,19.875,69.75,27.75,22,20,63,27.95,17.05,18,0,0,42
2025020666,"LAK","MIN","away",61,28,16.5,16.5,63.5,28.5,19.5,15.5,58.4761904761905,27.4285714285714,13.9047619047619,17.1428571428571,66.625,30.5,16.375,19.75,65.5,29.25,17.25,19,65,31.7727272727273,15,18.2272727272727,0,0,33
2025020667,"VAN","BUF","home",61.5,27.875,17.625,16,71.25,29.25,23,19,66.5263157894737,30.6842105263158,18.9473684210526,16.8947368421053,59,27.75,15.625,15.625,52.5,26.25,13,13.25,59.4761904761905,28.2857142857143,15.5714285714286,15.6190476190476,0,0,37
2025020668,"COL","TBL","home",71,33.125,18.75,19.125,66.25,33,17.75,15.5,71.1052631578947,35.4210526315789,16.7368421052632,18.9473684210526,55.25,24.75,15.625,14.875,60.75,26.5,18.5,15.75,56.5714285714286,27.0952380952381,14.8571428571429,14.6190476190476,0,0,33
2025020670,"ANA","PHI","home",69.375,32.875,18.125,18.375,73.5,35.75,17.5,20.25,68.6666666666667,31.3809523809524,18.4285714285714,18.8571428571429,57.625,26.125,14.875,16.625,58.25,26.5,14.25,17.5,61.7,27.4,17.35,16.95,1,0,18
2025020671,"DAL","CAR","home",52.125,26.375,12,13.75,54,28,11.75,14.25,51.2380952380952,25.9047619047619,11.3809523809524,13.952380952381,53.125,25.75,14.125,13.25,58,28.75,14.25,15,52.95,27.65,12.5,12.8,0,0,24
2025020669,"NJD","NYI","home",60.5,30.5,13.25,16.75,57.25,31.25,12,14,62.9047619047619,28.952380952381,14.7142857142857,19.2380952380952,60.875,27.875,17.375,15.625,61.5,24.5,20.25,16.75,61.4736842105263,28.9473684210526,15.8421052631579,16.6842105263158,0,0,44
2025020672,"FLA","TOR","home",63.625,29.875,15.875,17.875,65.75,30.25,15.75,19.75,66.4230769230769,31.4230769230769,16.5769230769231,18.4230769230769,61.75,31.625,15.25,14.875,64.75,33.5,16.75,14.5,65.8235294117647,30.8823529411765,17.7647058823529,17.1764705882353,0,0,32
2025020673,"VGK","WPG","home",54.5,25.75,15.25,13.5,52,21.75,14.5,15.75,62,29.7,14.95,17.35,49.25,23.75,13,12.5,45.25,24.25,10.5,10.5,58.5454545454545,28.0909090909091,14.4545454545455,16,0,0,31
2025020674,"NSH","EDM","home",61.5,29.125,14.625,17.75,57.25,26.5,15,15.75,57.9047619047619,28.3809523809524,12.8571428571429,16.6666666666667,61.125,30.625,13.5,17,66,33,15,18,58.4166666666667,28.25,14.875,15.2916666666667,0,0,26
2025020675,"CBJ","SJS","home",63.5,29.625,15.625,18.25,59.75,29.25,15.75,14.75,62.05,29.85,14.2,18,59.5,29.75,13.625,16.125,66,30,17.5,18.5,65.0526315789474,30.8421052631579,16.8947368421053,17.3157894736842,0,0,36
2025020676,"BOS","SEA","home",57,27.125,13.75,16.125,53.75,25,15,13.75,57.1428571428571,27.2380952380952,14.4761904761905,15.4285714285714,74.5,33.5,21.25,19.75,72.25,30,22,20.25,66.55,31.45,16.95,18.15,0,1,36
2025020667,"BUF","VAN","away",58.375,30.25,15.375,12.75,67,33,19,15,58.1428571428571,27.6190476190476,16,14.5238095238095,63.125,34.375,14.875,13.875,58,31.75,13.5,12.75,55.5263157894737,26.6842105263158,15.4210526315789,13.4210526315789,0,0,20
2025020668,"TBL","COL","away",56.625,25.375,14.625,16.625,55.75,25,13.75,17,57.4285714285714,26.9047619047619,14.6666666666667,15.8571428571429,50.625,25.125,14,11.5,46.25,22.75,14.5,9,53.1578947368421,25.2631578947368,12.6842105263158,15.2105263157895,0,0,28
2025020670,"PHI","ANA","away",61.125,30.75,14.625,15.75,64.75,30.5,16,18.25,52.5,26.55,12.5,13.45,56.625,25.875,14.5,16.25,56,26.25,15.25,14.5,57.7142857142857,26.7142857142857,14.5714285714286,16.4285714285714,0,1,39
2025020671,"CAR","DAL","away",61.375,28.125,17.25,16,56.25,27.75,13.75,14.75,70.15,32.5,17.4,20.25,59.875,29,14.25,16.625,58.25,29.25,13.5,15.5,56.8571428571429,27.1428571428571,13.7142857142857,16,0,0,33
2025020669,"NYI","NJD","away",58.25,25.375,15.5,17.375,55,23.5,14,17.5,54.2105263157895,25.4736842105263,13.6315789473684,15.1052631578947,60.75,30.25,15,15.5,60,31.5,15.75,12.75,54.5714285714286,27.1904761904762,11.8571428571429,15.5238095238095,0,0,24
2025020672,"TOR","FLA","away",54.375,27.75,13.875,12.75,55.5,27,14,14.5,55,26.8235294117647,13.7058823529412,14.4705882352941,54.375,26.5,16.875,11,54.5,26,17.75,10.75,54,25.7307692307692,14.8076923076923,13.4615384615385,0,0,23
2025020673,"WPG","VGK","away",60.5,28.375,15.125,17,65.25,32.25,15,18,53.4090909090909,24.7727272727273,13.6818181818182,14.9545454545455,58.125,24.75,17.5,15.875,52.75,21.25,16,15.5,59.85,26,16.7,17.15,0,0,20
2025020674,"EDM","NSH","away",57.5,28.5,12.625,16.375,56.25,28.25,12,16,57.9166666666667,27.7083333333333,14.3333333333333,15.875,54.125,24.875,13.875,15.375,62,27,16.25,18.75,55.2380952380952,29.1428571428571,13.047619047619,13.047619047619,0,0,43
2025020675,"SJS","CBJ","away",58,28,15.875,14.125,51.75,25.25,15.25,11.25,51.1578947368421,23.6315789473684,11.8421052631579,15.6842105263158,65,30.375,17.875,16.75,71.75,34.25,20,17.5,63.75,31.05,16.5,16.2,0,0,36
2025020676,"SEA","BOS","away",48.875,27.375,9.5,12,52.75,29.5,10.5,12.75,52.75,26.6,11.6,14.55,55.875,29.5,12,14.375,59.25,31.25,12,16,60.9523809523809,29.1904761904762,15.6666666666667,16.0952380952381,1,0,27
2025020677,"DAL","WSH","home",51.875,25.625,12.625,13.625,51.5,26.25,11.75,13.5,51.2380952380952,25.9047619047619,11.3809523809524,13.952380952381,66.625,31.875,13.25,21.5,70,35,12,23,62.95,30.2,15.45,17.3,1,0,36
2025020678,"CGY","MTL","home",61.25,29.375,13.625,18.25,61,28,15,18,63.3333333333333,31.1904761904762,14.1904761904762,17.952380952381,56.5,27.125,12.875,16.5,50.75,25.25,10.5,15,60.3636363636364,28.6818181818182,13.7727272727273,17.9090909090909,0,0,29
2025020679,"STL","CHI","home",43.75,21.5,11.375,10.875,38,17.25,10,10.75,49.5,23.3333333333333,12.5833333333333,13.5833333333333,56.125,28,14.875,13.25,53.5,25.25,14.5,13.75,64.3809523809524,33.8571428571429,15.7142857142857,14.8095238095238,0,0,30
2025020680,"OTT","UTA","home",62.5,31.125,16.5,14.875,60.5,31,14.25,15.25,60.6190476190476,29.4285714285714,14.8571428571429,16.3333333333333,53.625,25.5,12.375,15.75,52.5,25.5,13.25,13.75,52.3846153846154,24.4230769230769,13,14.9615384615385,0,0,33
2025020681,"SJS","LAK","home",59,29.25,14.875,14.875,50.25,24.75,11.75,13.75,54.3913043478261,26.695652173913,11.695652173913,16,62.875,29,17.625,16.25,65.75,29,19,17.75,57.9523809523809,27.4761904761905,14.4285714285714,16.047619047619,1,0,28
2025020677,"WSH","DAL","away",60.125,30.5,15.5,14.125,57.25,29.75,12.75,14.75,58.75,28.55,15.2,15,59.375,28.5,15.375,15.5,59.5,28.25,16.75,14.5,56.8571428571429,27.1428571428571,13.7142857142857,16,0,1,24
2025020678,"MTL","CGY","away",59.875,27,17,15.875,57.25,26.5,16.25,14.5,55,25.5454545454545,14.3636363636364,15.0909090909091,59.375,30.875,12.625,15.875,55.75,29.25,12.25,14.25,58.1428571428571,29.0952380952381,12.5238095238095,16.5238095238095,0,0,36
2025020679,"CHI","STL","away",55.75,24.375,15.125,16.25,57.25,23.25,16.75,17.25,51.9523809523809,26,11.4761904761905,14.4761904761905,61,29.625,14.875,16.5,65.25,32,15.75,17.5,57.2083333333333,27.2916666666667,14.625,15.2916666666667,0,0,35
2025020680,"UTA","OTT","away",62.25,28.125,15.125,19,63.75,27.5,19.25,17,57.1923076923077,27.6153846153846,14.2307692307692,15.3461538461538,49.125,24.625,11.25,13.25,51.25,23.75,12.25,15.25,52.1904761904762,25.8095238095238,11.5238095238095,14.8571428571429,0,0,21
2025020681,"LAK","SJS","away",60.75,28.5,16.25,16,62.25,29.25,17,16,58.4761904761905,27.4285714285714,13.9047619047619,17.1428571428571,59.375,30.5,14,14.875,68.75,32.25,17,19.5,63.0869565217391,32.1304347826087,13.9130434782609,17.0434782608696,0,1,26
2025020682,"CGY","BOS","home",59.25,27.25,13.75,18.25,63.75,30,15.5,18.25,63.3333333333333,31.1904761904762,14.1904761904762,17.952380952381,57,29.75,12.5,14.75,58.5,29.5,12.75,16.25,64.3181818181818,31.2727272727273,14.7272727272727,18.3181818181818,1,0,29
2025020683,"FLA","MTL","home",63.875,28.75,17.125,18,67,31,17,19,66.4230769230769,31.4230769230769,16.5769230769231,18.4230769230769,55.375,26.875,11.75,16.75,51.25,25,11.25,15,60.3636363636364,28.6818181818182,13.7727272727273,17.9090909090909,0,1,27
2025020684,"VAN","DET","home",64.25,28.625,19.25,16.375,74,32.5,22.75,18.75,66.5263157894737,30.6842105263158,18.9473684210526,16.8947368421053,64.625,30.375,17.25,17,61.75,30.75,14.75,16.25,66.0952380952381,30.3333333333333,16.7619047619048,19,0,0,24
